Date,Well,Oil.Calday,Water.Calday,Sc.Sand
9/1/1985,09-03,94,0,VALLEY
10/1/1985,09-03,91,0,VALLEY
11/1/1985,09-03,92,0,VALLEY
12/1/1985,09-03,96,0,VALLEY
1/1/1986,09-03,89,0,VALLEY
2/1/1986,09-03,105,0,VALLEY
3/1/1986,09-03,103,0,VALLEY
4/1/1986,09-03,71,0,VALLEY
5/1/1986,09-03,83,0,VALLEY
6/1/1986,09-03,75,0,VALLEY
7/1/1986,09-03,73,0,VALLEY
8/1/1986,09-03,73,0,VALLEY
9/1/1986,09-03,80,0,VALLEY
12/1/1986,09-03,86,0,VALLEY
1/1/1987,09-03,86,0,VALLEY
2/1/1987,09-03,79,0,VALLEY
3/1/1987,09-03,71,0,VALLEY
4/1/1987,09-03,74,0,VALLEY
5/1/1987,09-03,64,0,VALLEY
6/1/1987,09-03,73,0,VALLEY
7/1/1987,09-03,73,0,VALLEY
8/1/1987,09-03,80,0,VALLEY
9/1/1987,09-03,82,0,VALLEY
10/1/1987,09-03,79,0,VALLEY
11/1/1987,09-03,52,0,VALLEY
12/1/1987,09-03,51,0,VALLEY
1/1/1988,09-03,51,0,VALLEY
2/1/1988,09-03,44,0,VALLEY
4/1/1988,09-03,21,0,VALLEY
5/1/1988,09-03,21,0,VALLEY
6/1/1988,09-03,29,0,VALLEY
7/1/1988,09-03,32,0,VALLEY
8/1/1988,09-03,32,0,VALLEY
9/1/1988,09-03,32,0,VALLEY
10/1/1988,09-03,34,0,VALLEY
11/1/1988,09-03,32,0,VALLEY
12/1/1988,09-03,3,0,VALLEY
3/1/1990,09-03,22,0,VALLEY
4/1/1990,09-03,23,0,VALLEY
6/1/1990,09-03,6,0,VALLEY
11/1/1990,09-03,7,0,VALLEY
10/1/1984,09-04,18,0,VALLEY
11/1/1984,09-04,255,0,VALLEY
12/1/1984,09-04,243,0,VALLEY
1/1/1985,09-04,240,0,VALLEY
2/1/1985,09-04,259,0,VALLEY
3/1/1985,09-04,224,0,VALLEY
4/1/1985,09-04,225,0,VALLEY
5/1/1985,09-04,208,0,VALLEY
6/1/1985,09-04,198,0,VALLEY
7/1/1985,09-04,179,0,VALLEY
8/1/1985,09-04,185,0,VALLEY
9/1/1985,09-04,185,0,VALLEY
10/1/1985,09-04,174,2,VALLEY
11/1/1985,09-04,175,4,VALLEY
12/1/1985,09-04,166,2,VALLEY
1/1/1986,09-04,164,12,VALLEY
2/1/1986,09-04,139,14,VALLEY
3/1/1986,09-04,183,13,VALLEY
4/1/1986,09-04,172,32,VALLEY
5/1/1986,09-04,178,28,VALLEY
6/1/1986,09-04,155,41,VALLEY
7/1/1986,09-04,143,37,VALLEY
8/1/1986,09-04,152,37,VALLEY
9/1/1986,09-04,149,38,VALLEY
10/1/1986,09-04,141,45,VALLEY
11/1/1986,09-04,143,34,VALLEY
12/1/1986,09-04,135,17,VALLEY
1/1/1987,09-04,129,12,VALLEY
3/1/1987,09-04,126,6,VALLEY
4/1/1987,09-04,127,20,VALLEY
5/1/1987,09-04,121,17,VALLEY
6/1/1987,09-04,125,9,VALLEY
7/1/1987,09-04,121,13,VALLEY
8/1/1987,09-04,95,10,VALLEY
9/1/1987,09-04,98,16,VALLEY
10/1/1987,09-04,110,15,VALLEY
11/1/1987,09-04,108,11,VALLEY
1/1/1988,09-04,101,8,VALLEY
2/1/1988,09-04,108,6,VALLEY
3/1/1988,09-04,98,15,VALLEY
4/1/1988,09-04,98,13,VALLEY
5/1/1988,09-04,92,10,VALLEY
6/1/1988,09-04,94,12,VALLEY
7/1/1988,09-04,84,15,VALLEY
8/1/1988,09-04,84,13,VALLEY
9/1/1988,09-04,55,11,VALLEY
10/1/1988,09-04,71,13,VALLEY
11/1/1988,09-04,59,9,VALLEY
12/1/1988,09-04,72,11,VALLEY
1/1/1989,09-04,89,17,VALLEY
2/1/1989,09-04,98,17,VALLEY
3/1/1989,09-04,89,17,VALLEY
4/1/1989,09-04,57,8,VALLEY
5/1/1989,09-04,56,13,VALLEY
6/1/1989,09-04,66,11,VALLEY
7/1/1989,09-04,64,21,VALLEY
8/1/1989,09-04,84,15,VALLEY
9/1/1989,09-04,91,18,VALLEY
10/1/1989,09-04,87,12,VALLEY
11/1/1989,09-04,95,16,VALLEY
12/1/1989,09-04,91,20,VALLEY
1/1/1990,09-04,111,34,VALLEY
2/1/1990,09-04,122,41,VALLEY
3/1/1990,09-04,110,43,VALLEY
4/1/1990,09-04,109,40,VALLEY
5/1/1990,09-04,83,30,VALLEY
6/1/1990,09-04,92,36,VALLEY
7/1/1990,09-04,89,45,VALLEY
8/1/1990,09-04,85,37,VALLEY
9/1/1990,09-04,109,52,VALLEY
10/1/1990,09-04,118,57,VALLEY
11/1/1990,09-04,100,48,VALLEY
12/1/1990,09-04,117,55,VALLEY
1/1/1991,09-04,109,67,VALLEY
2/1/1991,09-04,108,83,VALLEY
3/1/1991,09-04,97,91,VALLEY
4/1/1991,09-04,85,63,VALLEY
5/1/1991,09-04,78,51,VALLEY
6/1/1991,09-04,107,63,VALLEY
7/1/1991,09-04,107,63,VALLEY
8/1/1991,09-04,86,53,VALLEY
9/1/1991,09-04,92,70,VALLEY
10/1/1991,09-04,100,60,VALLEY
11/1/1991,09-04,86,66,VALLEY
12/1/1991,09-04,98,75,VALLEY
1/1/1992,09-04,100,72,VALLEY
2/1/1992,09-04,91,72,VALLEY
3/1/1992,09-04,99,73,VALLEY
4/1/1992,09-04,84,55,VALLEY
5/1/1992,09-04,74,56,VALLEY
6/1/1992,09-04,84,88,VALLEY
7/1/1992,09-04,86,79,VALLEY
8/1/1992,09-04,90,76,VALLEY
9/1/1992,09-04,87,74,VALLEY
10/1/1992,09-04,90,68,VALLEY
11/1/1992,09-04,84,69,VALLEY
12/1/1992,09-04,80,53,VALLEY
1/1/1993,09-04,77,39,VALLEY
2/1/1993,09-04,84,42,VALLEY
3/1/1993,09-04,68,38,VALLEY
4/1/1993,09-04,67,47,VALLEY
5/1/1993,09-04,62,36,VALLEY
6/1/1993,09-04,64,19,VALLEY
7/1/1993,09-04,64,35,VALLEY
8/1/1993,09-04,61,32,VALLEY
9/1/1993,09-04,61,31,VALLEY
10/1/1993,09-04,52,23,VALLEY
11/1/1993,09-04,68,30,VALLEY
12/1/1993,09-04,62,56,VALLEY
1/1/1994,09-04,59,54,VALLEY
2/1/1994,09-04,55,81,VALLEY
3/1/1994,09-04,49,96,VALLEY
9/1/1979,10-02,703,0,CHANNEL
10/1/1979,10-02,948,0,CHANNEL
11/1/1979,10-02,946,0,CHANNEL
12/1/1979,10-02,898,0,CHANNEL
1/1/1980,10-02,898,0,CHANNEL
2/1/1980,10-02,883,0,CHANNEL
3/1/1980,10-02,782,0,CHANNEL
4/1/1980,10-02,798,0,CHANNEL
5/1/1980,10-02,637,0,CHANNEL
6/1/1980,10-02,613,0,CHANNEL
7/1/1980,10-02,561,0,CHANNEL
8/1/1980,10-02,561,0,CHANNEL
9/1/1980,10-02,546,0,CHANNEL
10/1/1980,10-02,496,0,CHANNEL
11/1/1980,10-02,513,0,CHANNEL
12/1/1980,10-02,464,0,CHANNEL
1/1/1981,10-02,432,0,CHANNEL
2/1/1981,10-02,442,0,CHANNEL
3/1/1981,10-02,367,31,CHANNEL
5/1/1981,10-02,367,0,CHANNEL
6/1/1981,10-02,379,0,CHANNEL
7/1/1981,10-02,367,0,CHANNEL
9/1/1981,10-02,379,0,CHANNEL
11/1/1981,10-02,366,0,CHANNEL
12/1/1981,10-02,354,0,CHANNEL
1/1/1982,10-02,354,1,CHANNEL
2/1/1982,10-02,392,0,CHANNEL
3/1/1982,10-02,354,0,CHANNEL
4/1/1982,10-02,366,0,CHANNEL
5/1/1982,10-02,354,0,CHANNEL
6/1/1982,10-02,366,0,CHANNEL
7/1/1982,10-02,354,0,CHANNEL
8/1/1982,10-02,333,0,CHANNEL
9/1/1982,10-02,362,0,CHANNEL
10/1/1982,10-02,389,0,CHANNEL
11/1/1982,10-02,326,0,CHANNEL
12/1/1982,10-02,290,0,CHANNEL
2/1/1983,10-02,321,0,CHANNEL
4/1/1983,10-02,299,0,CHANNEL
5/1/1983,10-02,392,0,CHANNEL
6/1/1983,10-02,355,0,CHANNEL
7/1/1983,10-02,359,0,CHANNEL
8/1/1983,10-02,315,0,CHANNEL
9/1/1983,10-02,278,0,CHANNEL
10/1/1983,10-02,338,4,CHANNEL
11/1/1983,10-02,340,3,CHANNEL
12/1/1983,10-02,334,4,CHANNEL
1/1/1984,10-02,298,2,CHANNEL
2/1/1984,10-02,311,3,CHANNEL
3/1/1984,10-02,264,3,CHANNEL
4/1/1984,10-02,287,3,CHANNEL
5/1/1984,10-02,297,2,CHANNEL
6/1/1984,10-02,313,1,CHANNEL
7/1/1984,10-02,288,3,CHANNEL
8/1/1984,10-02,232,2,CHANNEL
9/1/1984,10-02,292,2,CHANNEL
10/1/1984,10-02,285,3,CHANNEL
11/1/1984,10-02,288,2,CHANNEL
12/1/1984,10-02,278,1,CHANNEL
1/1/1985,10-02,270,3,CHANNEL
2/1/1985,10-02,298,1,CHANNEL
3/1/1985,10-02,251,2,CHANNEL
4/1/1985,10-02,271,1,CHANNEL
5/1/1985,10-02,260,2,CHANNEL
6/1/1985,10-02,280,2,CHANNEL
7/1/1985,10-02,259,2,CHANNEL
8/1/1985,10-02,218,1,CHANNEL
9/1/1985,10-02,250,0,CHANNEL
10/1/1985,10-02,242,0,CHANNEL
11/1/1985,10-02,186,0,CHANNEL
12/1/1985,10-02,173,0,CHANNEL
1/1/1986,10-02,173,0,CHANNEL
2/1/1986,10-02,191,0,CHANNEL
3/1/1986,10-02,173,0,CHANNEL
4/1/1986,10-02,178,0,CHANNEL
5/1/1986,10-02,120,0,CHANNEL
6/1/1986,10-02,201,0,CHANNEL
7/1/1986,10-02,189,0,CHANNEL
8/1/1986,10-02,189,0,CHANNEL
9/1/1986,10-02,205,0,CHANNEL
10/1/1986,10-02,150,0,CHANNEL
11/1/1986,10-02,169,1,CHANNEL
12/1/1986,10-02,122,0,CHANNEL
2/1/1987,10-02,135,0,CHANNEL
3/1/1987,10-02,150,0,CHANNEL
4/1/1987,10-02,155,1,CHANNEL
5/1/1987,10-02,150,1,CHANNEL
6/1/1987,10-02,209,2,CHANNEL
7/1/1987,10-02,192,1,CHANNEL
8/1/1987,10-02,202,1,CHANNEL
9/1/1987,10-02,198,0,CHANNEL
10/1/1987,10-02,198,0,CHANNEL
11/1/1987,10-02,163,0,CHANNEL
12/1/1987,10-02,129,0,CHANNEL
1/1/1988,10-02,135,0,CHANNEL
2/1/1988,10-02,144,0,CHANNEL
3/1/1988,10-02,126,0,CHANNEL
4/1/1988,10-02,139,0,CHANNEL
5/1/1988,10-02,135,0,CHANNEL
6/1/1988,10-02,136,0,CHANNEL
7/1/1988,10-02,133,0,CHANNEL
8/1/1988,10-02,122,0,CHANNEL
9/1/1988,10-02,117,0,CHANNEL
10/1/1988,10-02,126,0,CHANNEL
11/1/1988,10-02,124,0,CHANNEL
12/1/1988,10-02,122,0,CHANNEL
1/1/1989,10-02,127,0,CHANNEL
2/1/1989,10-02,123,0,CHANNEL
3/1/1989,10-02,125,0,CHANNEL
4/1/1989,10-02,123,0,CHANNEL
5/1/1989,10-02,120,0,CHANNEL
6/1/1989,10-02,125,0,CHANNEL
7/1/1989,10-02,127,0,CHANNEL
8/1/1989,10-02,124,0,CHANNEL
9/1/1989,10-02,123,0,CHANNEL
10/1/1989,10-02,133,0,CHANNEL
11/1/1989,10-02,128,0,CHANNEL
12/1/1989,10-02,124,0,CHANNEL
1/1/1990,10-02,129,0,CHANNEL
2/1/1990,10-02,122,0,CHANNEL
3/1/1990,10-02,118,0,CHANNEL
4/1/1990,10-02,115,0,CHANNEL
5/1/1990,10-02,127,0,CHANNEL
6/1/1990,10-02,112,0,CHANNEL
7/1/1990,10-02,117,0,CHANNEL
8/1/1990,10-02,118,0,CHANNEL
9/1/1990,10-02,127,0,CHANNEL
10/1/1990,10-02,123,0,CHANNEL
11/1/1990,10-02,116,0,CHANNEL
12/1/1990,10-02,108,0,CHANNEL
1/1/1991,10-02,101,0,CHANNEL
2/1/1991,10-02,124,0,CHANNEL
3/1/1991,10-02,122,0,CHANNEL
4/1/1991,10-02,120,0,CHANNEL
5/1/1991,10-02,124,0,CHANNEL
6/1/1991,10-02,128,0,CHANNEL
7/1/1991,10-02,113,0,CHANNEL
8/1/1991,10-02,113,0,CHANNEL
9/1/1991,10-02,113,0,CHANNEL
10/1/1991,10-02,120,0,CHANNEL
11/1/1991,10-02,115,0,CHANNEL
12/1/1991,10-02,102,0,CHANNEL
1/1/1992,10-02,103,0,CHANNEL
2/1/1992,10-02,104,0,CHANNEL
3/1/1992,10-02,104,0,CHANNEL
4/1/1992,10-02,107,0,CHANNEL
5/1/1992,10-02,114,0,CHANNEL
6/1/1992,10-02,118,0,CHANNEL
7/1/1992,10-02,98,0,CHANNEL
8/1/1992,10-02,98,0,CHANNEL
9/1/1992,10-02,100,0,CHANNEL
10/1/1992,10-02,114,0,CHANNEL
11/1/1992,10-02,116,0,CHANNEL
12/1/1992,10-02,103,0,CHANNEL
1/1/1993,10-02,102,0,CHANNEL
2/1/1993,10-02,98,0,CHANNEL
3/1/1993,10-02,96,0,CHANNEL
4/1/1993,10-02,94,0,CHANNEL
5/1/1993,10-02,94,0,CHANNEL
6/1/1993,10-02,77,0,CHANNEL
7/1/1993,10-02,87,0,CHANNEL
8/1/1993,10-02,91,0,CHANNEL
9/1/1993,10-02,71,0,CHANNEL
10/1/1993,10-02,85,0,CHANNEL
11/1/1993,10-02,80,0,CHANNEL
12/1/1993,10-02,75,0,CHANNEL
1/1/1994,10-02,75,0,CHANNEL
2/1/1994,10-02,83,0,CHANNEL
3/1/1994,10-02,71,0,CHANNEL
12/1/1984,10-03,9,1,VALLEY
1/1/1985,10-03,12,2,VALLEY
2/1/1985,10-03,41,5,VALLEY
3/1/1985,10-03,24,4,VALLEY
4/1/1985,10-03,57,4,VALLEY
5/1/1985,10-03,53,3,VALLEY
6/1/1985,10-03,75,5,VALLEY
7/1/1985,10-03,73,5,VALLEY
8/1/1985,10-03,84,5,VALLEY
9/1/1985,10-03,94,6,VALLEY
10/1/1985,10-03,70,5,VALLEY
11/1/1985,10-03,83,7,VALLEY
12/1/1985,10-03,80,7,VALLEY
1/1/1986,10-03,80,6,VALLEY
2/1/1986,10-03,54,4,VALLEY
3/1/1986,10-03,63,5,VALLEY
4/1/1986,10-03,65,0,VALLEY
5/1/1986,10-03,67,5,VALLEY
6/1/1986,10-03,70,6,VALLEY
7/1/1986,10-03,69,7,VALLEY
8/1/1986,10-03,73,9,VALLEY
9/1/1986,10-03,60,3,VALLEY
10/1/1986,10-03,71,6,VALLEY
11/1/1986,10-03,75,6,VALLEY
12/1/1986,10-03,71,4,VALLEY
1/1/1987,10-03,80,4,VALLEY
2/1/1987,10-03,89,4,VALLEY
3/1/1987,10-03,74,8,VALLEY
4/1/1987,10-03,70,5,VALLEY
5/1/1987,10-03,68,3,VALLEY
6/1/1987,10-03,60,4,VALLEY
7/1/1987,10-03,72,5,VALLEY
8/1/1987,10-03,67,5,VALLEY
9/1/1987,10-03,46,3,VALLEY
10/1/1987,10-03,56,4,VALLEY
11/1/1987,10-03,60,3,VALLEY
12/1/1987,10-03,58,3,VALLEY
1/1/1988,10-03,56,2,VALLEY
2/1/1988,10-03,55,3,VALLEY
3/1/1988,10-03,40,2,VALLEY
4/1/1988,10-03,46,1,VALLEY
5/1/1988,10-03,32,1,VALLEY
6/1/1988,10-03,33,1,VALLEY
7/1/1988,10-03,36,1,VALLEY
8/1/1988,10-03,43,2,VALLEY
9/1/1988,10-03,45,1,VALLEY
10/1/1988,10-03,46,2,VALLEY
11/1/1988,10-03,45,2,VALLEY
12/1/1988,10-03,45,2,VALLEY
1/1/1989,10-03,46,2,VALLEY
2/1/1989,10-03,50,1,VALLEY
3/1/1989,10-03,47,3,VALLEY
4/1/1989,10-03,51,2,VALLEY
5/1/1989,10-03,50,2,VALLEY
6/1/1989,10-03,46,2,VALLEY
7/1/1989,10-03,46,2,VALLEY
8/1/1989,10-03,44,3,VALLEY
9/1/1989,10-03,38,2,VALLEY
10/1/1989,10-03,38,2,VALLEY
11/1/1989,10-03,41,3,VALLEY
12/1/1989,10-03,44,3,VALLEY
1/1/1990,10-03,34,2,VALLEY
2/1/1990,10-03,43,3,VALLEY
3/1/1990,10-03,38,3,VALLEY
4/1/1990,10-03,36,3,VALLEY
5/1/1990,10-03,42,4,VALLEY
6/1/1990,10-03,43,4,VALLEY
7/1/1990,10-03,43,4,VALLEY
8/1/1990,10-03,39,3,VALLEY
9/1/1990,10-03,31,3,VALLEY
10/1/1990,10-03,31,3,VALLEY
11/1/1990,10-03,28,3,VALLEY
12/1/1990,10-03,27,3,VALLEY
1/1/1991,10-03,36,3,VALLEY
2/1/1991,10-03,33,3,VALLEY
3/1/1991,10-03,37,3,VALLEY
4/1/1991,10-03,38,3,VALLEY
5/1/1991,10-03,37,3,VALLEY
6/1/1991,10-03,28,3,VALLEY
7/1/1991,10-03,39,4,VALLEY
8/1/1991,10-03,36,4,VALLEY
9/1/1991,10-03,31,3,VALLEY
10/1/1991,10-03,31,3,VALLEY
11/1/1991,10-03,28,3,VALLEY
12/1/1991,10-03,27,3,VALLEY
1/1/1992,10-03,35,4,VALLEY
2/1/1992,10-03,33,4,VALLEY
3/1/1992,10-03,32,3,VALLEY
4/1/1992,10-03,33,4,VALLEY
5/1/1992,10-03,29,4,VALLEY
6/1/1992,10-03,23,3,VALLEY
7/1/1992,10-03,27,3,VALLEY
8/1/1992,10-03,25,4,VALLEY
9/1/1992,10-03,24,4,VALLEY
10/1/1992,10-03,29,4,VALLEY
11/1/1992,10-03,37,5,VALLEY
12/1/1992,10-03,40,5,VALLEY
1/1/1993,10-03,39,5,VALLEY
2/1/1993,10-03,37,4,VALLEY
3/1/1993,10-03,34,4,VALLEY
4/1/1993,10-03,35,4,VALLEY
5/1/1993,10-03,34,4,VALLEY
6/1/1993,10-03,35,4,VALLEY
7/1/1993,10-03,35,4,VALLEY
8/1/1993,10-03,33,3,VALLEY
9/1/1993,10-03,34,5,VALLEY
10/1/1993,10-03,32,4,VALLEY
11/1/1993,10-03,35,4,VALLEY
12/1/1993,10-03,32,4,VALLEY
1/1/1994,10-03,32,4,VALLEY
2/1/1994,10-03,36,4,VALLEY
3/1/1994,10-03,32,4,VALLEY
10/1/1983,11-02,183,0,CHANNEL
11/1/1983,11-02,168,0,CHANNEL
12/1/1983,11-02,148,0,CHANNEL
1/1/1984,11-02,126,0,CHANNEL
4/1/1984,11-02,113,0,CHANNEL
5/1/1984,11-02,88,0,CHANNEL
6/1/1984,11-02,91,0,CHANNEL
7/1/1984,11-02,88,0,CHANNEL
8/1/1984,11-02,88,0,CHANNEL
1/1/1985,11-02,153,1,CHANNEL
2/1/1985,11-02,162,1,CHANNEL
3/1/1985,11-02,142,1,CHANNEL
4/1/1985,11-02,143,1,CHANNEL
5/1/1985,11-02,134,1,CHANNEL
6/1/1985,11-02,136,1,CHANNEL
7/1/1985,11-02,128,1,CHANNEL
8/1/1985,11-02,116,1,CHANNEL
9/1/1985,11-02,119,1,CHANNEL
10/1/1985,11-02,111,1,CHANNEL
11/1/1985,11-02,80,1,CHANNEL
12/1/1985,11-02,77,1,CHANNEL
1/1/1986,11-02,77,1,CHANNEL
2/1/1986,11-02,86,0,CHANNEL
3/1/1986,11-02,77,0,CHANNEL
4/1/1986,11-02,80,0,CHANNEL
5/1/1986,11-02,68,0,CHANNEL
6/1/1986,11-02,94,1,CHANNEL
7/1/1986,11-02,89,2,CHANNEL
8/1/1986,11-02,89,2,CHANNEL
9/1/1986,11-02,109,2,CHANNEL
10/1/1986,11-02,79,0,CHANNEL
11/1/1986,11-02,100,6,CHANNEL
12/1/1986,11-02,70,0,CHANNEL
1/1/1987,11-02,76,0,CHANNEL
2/1/1987,11-02,87,2,CHANNEL
3/1/1987,11-02,79,1,CHANNEL
4/1/1987,11-02,100,1,CHANNEL
5/1/1987,11-02,97,2,CHANNEL
6/1/1987,11-02,87,1,CHANNEL
7/1/1987,11-02,90,0,CHANNEL
8/1/1987,11-02,63,0,CHANNEL
9/1/1987,11-02,81,0,CHANNEL
10/1/1987,11-02,75,0,CHANNEL
11/1/1987,11-02,59,1,CHANNEL
12/1/1987,11-02,50,1,CHANNEL
1/1/1988,11-02,57,0,CHANNEL
2/1/1988,11-02,51,0,CHANNEL
3/1/1988,11-02,55,0,CHANNEL
4/1/1988,11-02,58,1,CHANNEL
5/1/1988,11-02,56,0,CHANNEL
6/1/1988,11-02,52,0,CHANNEL
7/1/1988,11-02,52,0,CHANNEL
8/1/1988,11-02,51,0,CHANNEL
9/1/1988,11-02,48,0,CHANNEL
10/1/1988,11-02,53,0,CHANNEL
11/1/1988,11-02,53,0,CHANNEL
12/1/1988,11-02,52,0,CHANNEL
1/1/1989,11-02,53,0,CHANNEL
2/1/1989,11-02,55,0,CHANNEL
3/1/1989,11-02,56,0,CHANNEL
4/1/1989,11-02,59,0,CHANNEL
5/1/1989,11-02,56,0,CHANNEL
6/1/1989,11-02,57,0,CHANNEL
7/1/1989,11-02,55,0,CHANNEL
8/1/1989,11-02,56,0,CHANNEL
9/1/1989,11-02,54,0,CHANNEL
10/1/1989,11-02,57,0,CHANNEL
11/1/1989,11-02,53,6,CHANNEL
12/1/1989,11-02,55,0,CHANNEL
1/1/1990,11-02,54,0,CHANNEL
2/1/1990,11-02,55,0,CHANNEL
3/1/1990,11-02,53,0,CHANNEL
4/1/1990,11-02,53,0,CHANNEL
5/1/1990,11-02,42,0,CHANNEL
6/1/1990,11-02,43,0,CHANNEL
7/1/1990,11-02,49,0,CHANNEL
8/1/1990,11-02,47,0,CHANNEL
9/1/1990,11-02,48,0,CHANNEL
10/1/1990,11-02,49,0,CHANNEL
11/1/1990,11-02,44,0,CHANNEL
12/1/1990,11-02,40,0,CHANNEL
1/1/1991,11-02,37,0,CHANNEL
2/1/1991,11-02,46,0,CHANNEL
3/1/1991,11-02,39,0,CHANNEL
4/1/1991,11-02,40,0,CHANNEL
5/1/1991,11-02,46,0,CHANNEL
6/1/1991,11-02,48,0,CHANNEL
7/1/1991,11-02,44,0,CHANNEL
8/1/1991,11-02,44,0,CHANNEL
9/1/1991,11-02,38,0,CHANNEL
10/1/1991,11-02,37,0,CHANNEL
11/1/1991,11-02,38,0,CHANNEL
12/1/1991,11-02,37,0,CHANNEL
1/1/1992,11-02,39,0,CHANNEL
2/1/1992,11-02,37,0,CHANNEL
3/1/1992,11-02,41,0,CHANNEL
4/1/1992,11-02,39,0,CHANNEL
5/1/1992,11-02,38,0,CHANNEL
6/1/1992,11-02,39,0,CHANNEL
7/1/1992,11-02,42,0,CHANNEL
8/1/1992,11-02,41,0,CHANNEL
9/1/1992,11-02,44,0,CHANNEL
10/1/1992,11-02,42,0,CHANNEL
11/1/1992,11-02,43,0,CHANNEL
12/1/1992,11-02,45,0,CHANNEL
1/1/1993,11-02,42,0,CHANNEL
2/1/1993,11-02,58,0,CHANNEL
3/1/1993,11-02,52,0,CHANNEL
4/1/1993,11-02,48,0,CHANNEL
5/1/1993,11-02,46,0,CHANNEL
6/1/1993,11-02,47,0,CHANNEL
7/1/1993,11-02,45,0,CHANNEL
8/1/1993,11-02,48,0,CHANNEL
9/1/1993,11-02,38,0,CHANNEL
10/1/1993,11-02,41,0,CHANNEL
11/1/1993,11-02,44,0,CHANNEL
12/1/1993,11-02,41,0,CHANNEL
1/1/1994,11-02,41,0,CHANNEL
2/1/1994,11-02,45,0,CHANNEL
3/1/1994,11-02,41,0,CHANNEL
1/1/1979,11-03,110,0,VALLEY
2/1/1979,11-03,104,0,VALLEY
3/1/1979,11-03,101,0,VALLEY
4/1/1979,11-03,87,0,VALLEY
5/1/1979,11-03,89,0,VALLEY
6/1/1979,11-03,80,0,VALLEY
7/1/1979,11-03,101,0,VALLEY
8/1/1979,11-03,87,0,VALLEY
9/1/1979,11-03,103,0,VALLEY
10/1/1979,11-03,88,0,VALLEY
11/1/1979,11-03,82,0,VALLEY
12/1/1979,11-03,94,0,VALLEY
1/1/1980,11-03,95,0,VALLEY
2/1/1980,11-03,96,0,VALLEY
3/1/1980,11-03,98,0,VALLEY
4/1/1980,11-03,77,0,VALLEY
5/1/1980,11-03,75,0,VALLEY
6/1/1980,11-03,88,0,VALLEY
7/1/1980,11-03,77,0,VALLEY
8/1/1980,11-03,75,0,VALLEY
9/1/1980,11-03,77,0,VALLEY
10/1/1980,11-03,70,0,VALLEY
11/1/1980,11-03,59,0,VALLEY
12/1/1980,11-03,62,0,VALLEY
1/1/1981,11-03,61,0,VALLEY
2/1/1981,11-03,61,7,VALLEY
3/1/1981,11-03,57,0,VALLEY
4/1/1981,11-03,50,0,VALLEY
5/1/1981,11-03,34,0,VALLEY
6/1/1981,11-03,47,19,VALLEY
7/1/1981,11-03,42,0,VALLEY
8/1/1981,11-03,47,0,VALLEY
9/1/1981,11-03,43,0,VALLEY
10/1/1981,11-03,41,0,VALLEY
11/1/1981,11-03,40,0,VALLEY
12/1/1981,11-03,39,0,VALLEY
1/1/1982,11-03,30,0,VALLEY
2/1/1982,11-03,32,0,VALLEY
3/1/1982,11-03,27,0,VALLEY
4/1/1982,11-03,35,0,VALLEY
5/1/1982,11-03,34,13,VALLEY
6/1/1982,11-03,35,2,VALLEY
11/1/1982,11-03,35,0,VALLEY
12/1/1982,11-03,34,2,VALLEY
9/1/1985,11-03,35,4,VALLEY
10/1/1985,11-03,21,2,VALLEY
11/1/1986,11-03,25,4,VALLEY
12/1/1986,11-03,28,1,VALLEY
1/1/1987,11-03,32,3,VALLEY
2/1/1987,11-03,33,5,VALLEY
3/1/1987,11-03,28,3,VALLEY
4/1/1987,11-03,26,5,VALLEY
5/1/1987,11-03,23,2,VALLEY
6/1/1987,11-03,20,4,VALLEY
7/1/1987,11-03,21,2,VALLEY
8/1/1987,11-03,22,2,VALLEY
9/1/1987,11-03,18,2,VALLEY
10/1/1987,11-03,16,1,VALLEY
11/1/1987,11-03,17,1,VALLEY
12/1/1987,11-03,16,3,VALLEY
1/1/1988,11-03,16,2,VALLEY
2/1/1988,11-03,17,3,VALLEY
3/1/1988,11-03,12,2,VALLEY
4/1/1988,11-03,13,3,VALLEY
5/1/1988,11-03,12,3,VALLEY
6/1/1988,11-03,13,3,VALLEY
7/1/1988,11-03,8,2,VALLEY
8/1/1988,11-03,9,2,VALLEY
9/1/1988,11-03,7,2,VALLEY
10/1/1988,11-03,10,2,VALLEY
11/1/1988,11-03,9,3,VALLEY
12/1/1988,11-03,9,1,VALLEY
1/1/1989,11-03,10,4,VALLEY
2/1/1989,11-03,12,2,VALLEY
3/1/1989,11-03,11,2,VALLEY
4/1/1989,11-03,7,1,VALLEY
5/1/1989,11-03,9,1,VALLEY
6/1/1989,11-03,9,1,VALLEY
7/1/1989,11-03,8,2,VALLEY
8/1/1989,11-03,8,1,VALLEY
9/1/1989,11-03,8,1,VALLEY
10/1/1989,11-03,9,1,VALLEY
11/1/1989,11-03,8,3,VALLEY
12/1/1989,11-03,9,4,VALLEY
1/1/1990,11-03,8,1,VALLEY
2/1/1990,11-03,8,1,VALLEY
3/1/1990,11-03,8,2,VALLEY
4/1/1990,11-03,8,3,VALLEY
5/1/1990,11-03,8,2,VALLEY
6/1/1990,11-03,6,2,VALLEY
7/1/1990,11-03,7,1,VALLEY
8/1/1990,11-03,6,1,VALLEY
9/1/1990,11-03,6,1,VALLEY
10/1/1990,11-03,5,1,VALLEY
11/1/1990,11-03,0,0,VALLEY
,11-36,,,<N/A>
1/1/1981,12-02,255,0,CHANNEL
