Date,Well,Oil.Calday,Water.Calday,Sc.Sand
6/1/1986,16-04,37,578,VALLEY
7/1/1986,16-04,36,530,VALLEY
8/1/1986,16-04,48,571,VALLEY
9/1/1986,16-04,37,476,VALLEY
10/1/1986,16-04,50,590,VALLEY
11/1/1986,16-04,38,427,VALLEY
12/1/1986,16-04,42,525,VALLEY
1/1/1987,16-04,46,566,VALLEY
2/1/1987,16-04,51,240,VALLEY
3/1/1987,16-04,45,581,VALLEY
4/1/1987,16-04,46,527,VALLEY
5/1/1987,16-04,45,581,VALLEY
6/1/1987,16-04,46,355,VALLEY
7/1/1987,16-04,45,275,VALLEY
8/1/1987,16-04,32,383,VALLEY
9/1/1987,16-04,44,535,VALLEY
10/1/1987,16-04,42,577,VALLEY
11/1/1987,16-04,45,572,VALLEY
12/1/1987,16-04,41,534,VALLEY
1/1/1988,16-04,30,410,VALLEY
6/1/1988,16-04,41,608,VALLEY
7/1/1988,16-04,40,550,VALLEY
8/1/1988,16-04,40,617,VALLEY
9/1/1988,16-04,30,402,VALLEY
11/1/1988,16-04,30,304,VALLEY
12/1/1988,16-04,41,596,VALLEY
1/1/1989,16-04,41,614,VALLEY
2/1/1989,16-04,37,600,VALLEY
3/1/1989,16-04,40,595,VALLEY
4/1/1989,16-04,43,576,VALLEY
5/1/1989,16-04,42,572,VALLEY
6/1/1989,16-04,43,163,VALLEY
7/1/1989,16-04,39,564,VALLEY
8/1/1989,16-04,31,408,VALLEY
9/1/1989,16-04,36,550,VALLEY
10/1/1989,16-04,36,541,VALLEY
11/1/1989,16-04,36,560,VALLEY
12/1/1989,16-04,37,588,VALLEY
1/1/1990,16-04,34,494,VALLEY
2/1/1990,16-04,41,562,VALLEY
3/1/1990,16-04,37,524,VALLEY
4/1/1990,16-04,28,534,VALLEY
5/1/1990,16-04,27,543,VALLEY
6/1/1990,16-04,39,508,VALLEY
7/1/1990,16-04,38,483,VALLEY
8/1/1990,16-04,28,479,VALLEY
9/1/1990,16-04,29,127,VALLEY
10/1/1990,16-04,28,183,VALLEY
11/1/1990,16-04,29,490,VALLEY
12/1/1990,16-04,28,490,VALLEY
1/1/1991,16-04,28,480,VALLEY
2/1/1991,16-04,25,436,VALLEY
3/1/1991,16-04,26,338,VALLEY
4/1/1991,16-04,26,182,VALLEY
5/1/1991,16-04,21,274,VALLEY
6/1/1991,16-04,22,190,VALLEY
7/1/1991,16-04,17,374,VALLEY
8/1/1991,16-04,17,427,VALLEY
9/1/1991,16-04,23,332,VALLEY
10/1/1991,16-04,16,296,VALLEY
11/1/1991,16-04,24,356,VALLEY
12/1/1991,16-04,23,346,VALLEY
1/1/1992,16-04,19,304,VALLEY
2/1/1992,16-04,15,286,VALLEY
3/1/1992,16-04,14,274,VALLEY
4/1/1992,16-04,14,104,VALLEY
5/1/1992,16-04,11,179,VALLEY
6/1/1992,16-04,12,126,VALLEY
7/1/1992,16-04,11,232,VALLEY
8/1/1992,16-04,17,274,VALLEY
9/1/1992,16-04,22,219,VALLEY
10/1/1992,16-04,16,170,VALLEY
11/1/1992,16-04,16,376,VALLEY
12/1/1992,16-04,16,361,VALLEY
1/1/1993,16-04,16,223,VALLEY
2/1/1993,16-04,18,195,VALLEY
9/1/1993,16-04,23,314,VALLEY
10/1/1993,16-04,23,285,VALLEY
11/1/1993,16-04,19,292,VALLEY
12/1/1993,16-04,15,288,VALLEY
1/1/1994,16-04,15,297,VALLEY
2/1/1994,16-04,13,229,VALLEY
3/1/1994,16-04,9,96,VALLEY
1/1/1982,16-35,70,0,CHANNEL
2/1/1982,16-35,71,0,CHANNEL
3/1/1982,16-35,87,0,CHANNEL
4/1/1982,16-35,88,0,CHANNEL
5/1/1982,16-35,73,0,CHANNEL
6/1/1982,16-35,87,0,CHANNEL
7/1/1982,16-35,80,0,CHANNEL
8/1/1982,16-35,80,0,CHANNEL
9/1/1982,16-35,81,0,CHANNEL
10/1/1982,16-35,72,0,CHANNEL
11/1/1982,16-35,82,0,CHANNEL
12/1/1982,16-35,83,0,CHANNEL
1/1/1983,16-35,79,0,CHANNEL
2/1/1983,16-35,72,0,CHANNEL
3/1/1983,16-35,74,0,CHANNEL
4/1/1983,16-35,51,0,CHANNEL
5/1/1983,16-35,67,0,CHANNEL
6/1/1983,16-35,51,0,CHANNEL
7/1/1983,16-35,51,0,CHANNEL
8/1/1983,16-35,51,0,CHANNEL
9/1/1983,16-35,56,0,CHANNEL
10/1/1983,16-35,57,0,CHANNEL
11/1/1983,16-35,57,0,CHANNEL
12/1/1983,16-35,55,0,CHANNEL
1/1/1984,16-35,54,0,CHANNEL
2/1/1984,16-35,70,0,CHANNEL
3/1/1984,16-35,59,0,CHANNEL
4/1/1984,16-35,46,0,CHANNEL
5/1/1984,16-35,36,0,CHANNEL
6/1/1984,16-35,48,0,CHANNEL
7/1/1984,16-35,47,0,CHANNEL
8/1/1984,16-35,37,0,CHANNEL
9/1/1984,16-35,49,0,CHANNEL
10/1/1984,16-35,41,0,CHANNEL
11/1/1984,16-35,47,0,CHANNEL
12/1/1984,16-35,46,0,CHANNEL
7/1/1985,16-35,43,11,CHANNEL
8/1/1985,16-35,43,13,CHANNEL
9/1/1985,16-35,25,6,CHANNEL
10/1/1985,16-35,11,3,CHANNEL
11/1/1985,16-35,20,4,CHANNEL
12/1/1985,16-35,18,3,CHANNEL
1/1/1986,16-35,11,3,CHANNEL
2/1/1986,16-35,12,2,CHANNEL
3/1/1986,16-35,9,1,CHANNEL
4/1/1986,16-35,5,1,CHANNEL
